task No.,task_name,start_time,end_time,execution_time,earliest_time,latest_time,resource_load
627,dwd_fi.usp_fact_fi_playbook_ssg_dataset,925,926,1,2,1437,0.055
628,dwd_fi.usp_fi_acct_doc_delta_full,390,395,5,2,1436,0.031
629,dwd_fi.usp_fi_acct_doc_hdr_delta_full,649,652,3,4,1437,0.046
630,dwd_fi.usp_fi_meas_daily_transaction_tmc_projection_base_talend_to_mcmt_delta_full,789,790,1,2,1436,0.042
631,dwd_fi.usp_fi_meas_daily_transaction_tmc_projection_base_to_mcmt_sdms_delta_full,789,790,1,4,1436,0.058
632,dwd_fi.usp_fi_meas_pca_detail_fact_delta_full,1071,1078,7,1,1439,0.044
633,dwd_fi.usp_fi_pcsd_bpc_dataset_series,790,791,1,4,1436,0.047
634,dwd_fi.usp_fi_pcsd_prd_series,1111,1112,1,0,1438,0.051
635,dwd_fi.usp_fi_qbr_product_det,1107,1108,1,2,1436,0.054
636,dwd_fi.usp_finance_pcsd_playbook_fctot_case,1136,1137,1,0,1439,0.047
637,dwd_fi.usp_finance_pcsd_product,1108,1109,1,2,1438,0.05
638,dwd_fi.usp_function_area,650,651,1,3,1435,0.057
639,dwd_fi.usp_isg_prc_billing,1071,1074,3,2,1438,0.048
640,dwd_fi.usp_isg_product_segment,808,812,4,0,1438,0.046
641,dwd_fi.usp_isg_seg_performance_order_loads_detail,790,791,1,1,1436,0.03
642,dwd_fi.usp_lenovo_company,1036,1037,1,2,1438,0.04
643,dwd_fi.usp_lsump_svc_upsell_cost_by_wo_delta,525,527,2,3,1435,0.042
644,dwd_fi.usp_movement_type,1137,1138,1,4,1439,0.037
645,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_ap_ps,1137,1138,1,1,1439,0.034
646,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_bia,1073,1077,4,4,1436,0.033
647,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_bmc_allocation,233,247,14,2,1438,0.042
648,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_delta_full,926,929,3,0,1439,0.056
649,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_emea_ps,926,927,1,4,1437,0.058
650,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_gaap,318,326,8,4,1435,0.044
651,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_na_chromebook,1036,1038,2,1,1439,0.058
652,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_na_topseller,758,762,4,2,1437,0.041
653,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_reset_dummy,790,791,1,3,1436,0.054
654,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_revenue_allocation,441,445,4,0,1436,0.037
655,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_software_split,1036,1037,1,0,1438,0.036
656,dwd_fi.usp_pcsd_row_fi_svc_upsell_fact_software_topseller,149,169,20,2,1438,0.043
657,dwd_fi.usp_po_condition_delta,650,655,5,1,1439,0.04
658,dwd_fi.usp_profit_center,1037,1038,1,2,1438,0.04
659,dwd_fi.usp_profit_performance_business_unit,1053,1054,1,3,1437,0.054
660,dwd_fi.usp_profit_performance_geo,1137,1138,1,4,1439,0.042
661,dwd_fi.usp_profit_performance_series,1037,1038,1,0,1438,0.051
662,dwd_fi.usp_svc_bpc_acnt,1037,1039,2,2,1439,0.046
663,dwd_fi.usp_svc_bpc_case,651,652,1,2,1435,0.046
664,dwd_fi.usp_svc_bpc_time,1038,1039,1,1,1438,0.044
665,dwd_fi.usp_swr_price_configration_table,1138,1139,1,4,1439,0.056
666,dwd_fi.usp_trading_partner,790,791,1,2,1436,0.057
667,dwd_fi.usp_ww_fi_pcsd_playbook_dm_geo,1138,1139,1,2,1439,0.055
668,dwd_fi.usp_ww_fi_ssg_product_mapping,651,652,1,0,1435,0.04
669,dwd_fi.usp_ww_fi_w1_account,1000,1001,1,0,1435,0.032
670,dwd_fi.usp_ww_fi_w1_channel,926,927,1,2,1437,0.058
671,dwd_fi.usp_ww_fi_w1_channel_mapping,927,928,1,0,1437,0.053
672,dwd_fi.usp_ww_fi_w1_geo,1138,1139,1,1,1439,0.043
673,dwd_fi.usp_ww_fi_w1_geo_mapping,927,928,1,2,1437,0.048
674,dwd_fi.usp_ww_fi_w1_layer,790,791,1,4,1436,0.031
675,dwd_fi.usp_ww_fi_w1_layer_mapping,927,928,1,4,1437,0.036
676,dwd_fi.usp_ww_fi_w1_product,1139,1140,1,3,1439,0.058
677,dwd_fi.usp_ww_fi_w1_segment,1111,1112,1,4,1436,0.045
678,dwd_fi.usp_ww_fi_w1_segment_mapping,927,928,1,4,1437,0.03
679,dwd_ms.usp_SMB_PRODUCT_SEG_BY_PH4,652,653,1,2,1435,0.054
680,dwd_ms.usp_acnt,824,830,6,4,1435,0.034
681,dwd_ms.usp_acnt_addr_rel,1038,1040,2,3,1439,0.041
682,dwd_ms.usp_acnt_alias_nm,927,930,3,3,1439,0.041
683,dwd_ms.usp_acnt_alt_identity,824,826,2,4,1437,0.039
684,dwd_ms.usp_acnt_crm,1089,1098,9,0,1435,0.049
685,dwd_ms.usp_acnt_identity_type,928,929,1,4,1437,0.037
686,dwd_ms.usp_acnt_nm_alias_type,1139,1140,1,1,1439,0.056
687,dwd_ms.usp_acnt_regional_dc,1140,1141,1,3,1439,0.055
688,dwd_ms.usp_acnt_rel,687,690,3,3,1437,0.041
689,dwd_ms.usp_acnt_sector_to_industry,1140,1141,1,2,1439,0.058
690,dwd_ms.usp_acnt_status,652,653,1,3,1435,0.051
691,dwd_ms.usp_acnt_status_rsn,1140,1141,1,2,1439,0.041
692,dwd_ms.usp_acnt_type,652,653,1,1,1435,0.059
693,dwd_ms.usp_bp_determ,1038,1039,1,4,1438,0.038
694,dwd_ms.usp_bp_sales_transaction,791,792,1,0,1436,0.034
695,dwd_ms.usp_bp_subtype,928,929,1,2,1437,0.037
696,dwd_ms.usp_bp_type,1140,1141,1,2,1439,0.041
697,dwd_ms.usp_business_group,928,929,1,4,1437,0.047
698,dwd_ms.usp_bysn_sti_data_source_lecoo_daily,1220,1225,5,3,1436,0.046
699,dwd_ms.usp_bysn_sti_data_source_lecoo_final,1229,1230,1,0,1437,0.034
700,dwd_ms.usp_bysn_sti_data_source_sec,1071,1074,3,1,1438,0.035
701,dwd_ms.usp_cdc_and_rdc_shipping_reverse,928,929,1,3,1437,0.031
702,dwd_ms.usp_china_idc_yoy_target,1038,1039,1,3,1438,0.045
703,dwd_ms.usp_ciop_prc_bms_con_reseller_transformation,791,792,1,4,1436,0.058
704,dwd_ms.usp_city,1094,1095,1,3,1436,0.047
705,dwd_ms.usp_con_cust_seg,653,654,1,0,1435,0.039
706,dwd_ms.usp_con_cust_segmentation4_determ,653,654,1,0,1435,0.059
707,dwd_ms.usp_con_lecoo_cust_seg_chnl_mapping,791,792,1,4,1436,0.03
708,dwd_ms.usp_con_product_seg_by_ph4,791,792,1,2,1436,0.039
709,dwd_ms.usp_con_push_out,818,820,2,4,1435,0.037
710,dwd_ms.usp_csdc_inv,1039,1040,1,0,1438,0.037
711,dwd_ms.usp_csdc_sti_bypn_dwd,1071,1072,1,2,1436,0.059
712,dwd_ms.usp_csdc_stock_adj_dwd,1230,1231,1,0,1437,0.047
713,dwd_ms.usp_csdc_sync_inv_age,929,930,1,1,1437,0.053
714,dwd_ms.usp_cust_po_type,1039,1040,1,4,1438,0.05
715,dwd_ms.usp_domain_sales_skill,929,930,1,0,1437,0.035
716,dwd_ms.usp_exp_global_acnt_identification,653,654,1,4,1435,0.04
717,dwd_ms.usp_fact_prc_region_target_detail,526,530,4,0,1437,0.051
718,dwd_ms.usp_fgi_lecoo_ms_inventory,791,793,2,1,1437,0.059
719,dwd_ms.usp_first_trade,929,930,1,3,1437,0.032
720,dwd_ms.usp_fr_5s_bu_tree_mapping,929,930,1,3,1437,0.046
721,dwd_ms.usp_fr_t_0101_smb_bp_list,929,930,1,4,1437,0.033
722,dwd_ms.usp_fr_t_0102_bu_prf_mapping_new,709,710,1,3,1435,0.037
723,dwd_ms.usp_global_acnt_identification,864,865,1,0,1436,0.042
724,dwd_ms.usp_industry,1140,1141,1,0,1439,0.03
725,dwd_ms.usp_isg_junior_industry,721,722,1,1,1435,0.032
726,dwd_ms.usp_isg_prc_business_opportunity,653,656,3,4,1437,0.039
727,dwd_ms.usp_isg_prc_calendar,1039,1040,1,1,1438,0.043
728,dwd_ms.usp_isg_prc_execute_proj,1096,1103,7,2,1436,0.044
729,dwd_ms.usp_isg_prc_execute_proj_product_ln_item,1096,1117,21,4,1436,0.033
730,dwd_ms.usp_isg_prc_execute_proj_product_ln_item_subproduct,1117,1124,7,3,1439,0.036
731,dwd_ms.usp_isg_prc_joint_venture_hw_order,1141,1142,1,4,1439,0.033
732,dwd_ms.usp_isg_prc_joint_venture_pipeline,654,655,1,1,1435,0.048
733,dwd_ms.usp_isg_prc_joint_venture_svc_order,792,793,1,2,1436,0.037
734,dwd_ms.usp_isg_prc_reduction_exrt,441,444,3,3,1435,0.048
735,dwd_ms.usp_isg_prc_so,991,995,4,0,1437,0.032
736,dwd_ms.usp_isg_prc_so_ln,992,996,4,3,1437,0.051
737,dwd_ms.usp_isg_prc_svc_order,1039,1040,1,1,1438,0.041
738,dwd_ms.usp_isg_rel_industry,930,931,1,0,1437,0.041
739,dwd_ms.usp_isg_senior_industry,1141,1142,1,2,1439,0.031
740,dwd_ms.usp_l3_l4_lenovo_business_unit_agreement_sales_area,687,690,3,1,1435,0.037
741,dwd_ms.usp_lecoo_affiliated_cust,1141,1142,1,0,1439,0.039
742,dwd_ms.usp_lecoo_bulevel6_mapping,1040,1041,1,2,1438,0.053
743,dwd_ms.usp_lecoo_daily_sales_data,1141,1142,1,3,1439,0.035
744,dwd_ms.usp_lecoo_final_sales_data,848,849,1,4,1436,0.037
745,dwd_ms.usp_lecoo_internal_supplier,1189,1190,1,4,1439,0.053
746,dwd_ms.usp_lecoo_lebei_store_info,1197,1198,1,1,1439,0.036
747,dwd_ms.usp_lecoo_prc_province,654,655,1,0,1435,0.051
748,dwd_ms.usp_main_trade,930,931,1,3,1437,0.05
749,dwd_ms.usp_manageregion,792,793,1,3,1436,0.054
750,dwd_ms.usp_mktg_status_rad,1040,1041,1,3,1438,0.046
751,dwd_ms.usp_postal_addr,792,793,1,3,1436,0.042
752,dwd_ms.usp_prc_acnt,1061,1071,10,2,1438,0.044
753,dwd_ms.usp_prc_bp_purchasing_right_information,1040,1042,2,2,1439,0.037
754,dwd_ms.usp_prc_business_unit_lvl,930,931,1,1,1437,0.04
755,dwd_ms.usp_prc_consumer_stock_transfer,822,824,2,3,1436,0.035
756,dwd_ms.usp_prc_csdc_ssdc_activation_dwd,687,690,3,3,1435,0.054
757,dwd_ms.usp_prc_daily_cadence_and_target_cadence,1040,1041,1,3,1438,0.054
758,dwd_ms.usp_prc_daily_cadence_and_target_cadence_sell_through_in,443,446,3,2,1435,0.039
759,dwd_ms.usp_prc_daily_cadence_and_target_target,654,659,5,0,1439,0.031
760,dwd_ms.usp_prc_daily_cadence_and_target_target_sell_through_in,444,450,6,1,1438,0.044
761,dwd_ms.usp_prc_fiscal_week_calendar,930,931,1,4,1437,0.03
762,dwd_ms.usp_prc_isg_bu_hier,930,931,1,0,1437,0.057
763,dwd_ms.usp_prc_national_agent_and_reseller_mapping,678,679,1,4,1435,0.048
764,dwd_ms.usp_prc_reseller_and_superior_distributor_mapping,1060,1062,2,0,1439,0.056
765,dwd_ms.usp_prc_sale_order_hdr,1197,1198,1,2,1439,0.046
766,dwd_ms.usp_prc_sale_order_ln_item,171,190,19,4,1439,0.032
767,dwd_ms.usp_prc_sd_bu_hier,1197,1198,1,3,1439,0.031
768,dwd_ms.usp_prc_serial_no_lvl_chnl_stock_transfer_detail_widetable,527,531,4,4,1437,0.033
769,dwd_ms.usp_prc_so,931,933,2,0,1438,0.056
770,dwd_ms.usp_prc_so_item,970,991,21,1,1439,0.041
771,dwd_ms.usp_prcing_procedure,1197,1198,1,2,1439,0.041
772,dwd_ms.usp_price_list_type,931,932,1,2,1437,0.032
773,dwd_ms.usp_product_characteristic_mapping,1041,1042,1,2,1438,0.048
774,dwd_ms.usp_product_ln_to_business_unit,1198,1199,1,4,1439,0.037
775,dwd_ms.usp_proj_quotation,931,932,1,3,1437,0.049
776,dwd_ms.usp_ref_isg_china_acnt_sector_to_industry,1041,1042,1,4,1438,0.041
777,dwd_ms.usp_ref_isg_china_cust_lvl_mapping,931,932,1,3,1437,0.053
778,dwd_ms.usp_ref_isg_china_newsales3_leader,793,794,1,3,1436,0.036
779,dwd_ms.usp_ref_isg_china_presales_employee,793,794,1,2,1436,0.031
780,dwd_ms.usp_ref_prc_cto_product_characteristic_mapping,793,795,2,0,1437,0.046
781,dwd_ms.usp_ref_prc_fi_accounting,793,795,2,2,1437,0.057
782,dwd_ms.usp_rel_city_std_nm,793,794,1,3,1436,0.054
783,dwd_ms.usp_rel_industry_order_info,931,933,2,1,1438,0.045
784,dwd_ms.usp_rel_thinkvision_product_mapping,1041,1043,2,2,1439,0.03
785,dwd_ms.usp_rel_xinchuang_info,888,890,2,4,1436,0.039
786,dwd_ms.usp_rel_xinchuang_order,793,794,1,4,1436,0.044
787,dwd_ms.usp_sales_territory,931,934,3,0,1439,0.033
788,dwd_ms.usp_sales_territory_acnt_type,794,795,1,1,1436,0.052
789,dwd_ms.usp_sec_data_all,45,90,45,1,1436,0.035
790,dwd_ms.usp_sec_trade,932,933,1,4,1437,0.038
791,dwd_ms.usp_smb_cust_seg,1198,1199,1,2,1439,0.033
792,dwd_ms.usp_smb_cust_segmentation4_determ,932,933,1,1,1437,0.056
793,dwd_ms.usp_smb_funding_rel,794,795,1,4,1436,0.037
794,dwd_ms.usp_smb_lecoo_cust_seg_channel_mapping,1199,1200,1,1,1439,0.057
795,dwd_ms.usp_smb_rel_dflt_combat_unit,1199,1200,1,1,1439,0.033
796,dwd_ms.usp_smb_sn_sti,932,933,1,1,1437,0.04
797,dwd_ms.usp_ssdc_chnl_manual_inv_age,655,656,1,4,1435,0.054
798,dwd_ms.usp_ssdc_fgi_dwd,1200,1201,1,4,1439,0.044
799,dwd_ms.usp_ssdc_jd_lock_bypn,0,28,28,0,1438,0.059
800,dwd_ms.usp_ssdc_smb_bysn_full,1225,1236,11,0,1437,0.039
801,dwd_ms.usp_ssdc_smb_full,1211,1216,5,1,1439,0.037
802,dwd_ms.usp_ssdc_sti_bypn,1066,1069,3,4,1437,0.043
803,dwd_ms.usp_subterritory_acnt,688,692,4,1,1435,0.055
804,dwd_ms.usp_svc_prc_acnt,933,935,2,0,1438,0.052
805,dwd_ms.usp_svc_prc_bu,794,795,1,3,1436,0.054
806,dwd_ms.usp_svc_prc_city,933,934,1,1,1437,0.046
807,dwd_ms.usp_svc_prc_contact,795,796,1,0,1436,0.037
808,dwd_ms.usp_svc_prc_d365_cd_table,1041,1043,2,3,1439,0.031
809,dwd_ms.usp_svc_prc_opportunity,795,797,2,2,1437,0.036
810,dwd_ms.usp_svc_prc_opportunity_product,1200,1201,1,0,1439,0.039
811,dwd_ms.usp_svc_prc_opportunity_resource,933,934,1,4,1437,0.049
812,dwd_ms.usp_svc_prc_product_ln,795,796,1,1,1436,0.045
813,dwd_ms.usp_svc_prc_province,795,796,1,2,1436,0.034
814,dwd_ms.usp_svc_prc_sales_user,795,796,1,4,1436,0.041
815,dwd_ms.usp_territory_rel,688,691,3,2,1436,0.03
816,dwd_ms.usp_territory_to_employee_rel,823,826,3,0,1438,0.034
817,dwd_ms.usp_third_party_gpn_mapping,1042,1043,1,4,1438,0.051
818,dwd_ms_prc_moto_sale_prc_full,1043,1045,2,4,1439,0.033
819,dwd_ms_prc_sale_order_price_cond_worldwide_full,18,84,66,4,1435,0.046
820,dwd_ms_ref_product_div_mapping_worldwide_full,655,657,2,1,1436,0.058
821,dwd_ms_ref_product_to_cfc_mapping_worldwide_full,656,658,2,1,1436,0.047
822,dwd_sc.usp_build_plan,656,659,3,1,1437,0.048
823,dwd_sc.usp_ecc_lenovo_own_inv_aging_data,445,448,3,4,1435,0.055
824,dwd_sc.usp_ecc_so_stock_data,795,797,2,3,1437,0.036
825,dwd_sc.usp_ecc_supplier_own_inv_aging_data,528,530,2,2,1435,0.059
826,dwd_sc.usp_llsc_prc_doc_flow,1089,1090,1,0,1435,0.048
827,dwd_sc.usp_llsc_row_doc_flow,1088,1089,1,1,1437,0.046
828,dwd_sc.usp_material_master_plant_vw,933,934,1,0,1437,0.056
829,dwd_sc.usp_mo,1043,1045,2,4,1439,0.049
830,dwd_sc.usp_mo_bom,959,962,3,1,1438,0.058
831,dwd_sc.usp_mo_grgi,795,798,3,3,1438,0.034
832,dwd_sc.usp_mo_status_cd,934,936,2,0,1438,0.045
833,dwd_sc.usp_normal_stock_data,1043,1045,2,2,1439,0.058
834,dwd_sc.usp_po_acnt_assignment,697,700,3,3,1435,0.044
835,dwd_sc.usp_po_hdr,1201,1202,1,4,1439,0.05
836,dwd_sc.usp_po_history,960,964,4,2,1437,0.039
837,dwd_sc.usp_po_item,528,530,2,2,1435,0.035
838,dwd_sc.usp_po_schedule_ln,1044,1045,1,3,1438,0.048
839,dwd_sc.usp_purchase_group,1201,1202,1,3,1439,0.039
840,dwd_sc.usp_s4_lenovo_own_inv_aging_data,796,798,2,4,1437,0.047
841,dwd_sc.usp_s4_supplier_own_inv_aging_data,657,659,2,1,1436,0.054
842,dwd_sc.usp_so_bom,934,937,3,0,1439,0.041
843,dwd_sc.usp_so_stock_data,1201,1202,1,0,1439,0.051
844,dwd_sc.usp_spl_screening_hdr,1045,1047,2,3,1439,0.052
845,dwd_sc.usp_vendor_special_stock_data,796,797,1,4,1436,0.043
846,dwd_srv.usp_baiyingone_eccso,923,924,1,2,1435,0.03
847,dwd_srv.usp_con_detail_report_manual_data,934,935,1,3,1437,0.036
848,dwd_srv.usp_con_fcst,796,797,1,2,1436,0.045
849,dwd_srv.usp_con_spos_order,934,935,1,4,1437,0.055
850,dwd_srv.usp_con_svc_btcp_order,658,662,4,1,1438,0.049
851,dwd_srv.usp_con_svc_portal_order,851,853,2,4,1435,0.043
852,dwd_srv.usp_con_svc_product,935,936,1,4,1437,0.058
853,dwd_srv.usp_con_svc_rtm_1,797,798,1,2,1436,0.043
854,dwd_srv.usp_con_svc_rtm_2,797,798,1,1,1436,0.045
855,dwd_srv.usp_con_svc_sell_out_detail,923,926,3,1,1435,0.038
856,dwd_srv.usp_con_svc_stb_registration_detail,1045,1047,2,4,1439,0.031
857,dwd_srv.usp_con_target,1045,1046,1,3,1438,0.054
858,dwd_srv.usp_prc_svc_opportunity,1115,1117,2,1,1437,0.033
859,dwd_srv.usp_prc_svc_order_detail,184,203,19,4,1439,0.039
860,dwd_srv.usp_rel_detail_report_manual_data,1202,1203,1,4,1439,0.04
861,dwd_srv.usp_rel_fcst,935,936,1,2,1437,0.059
862,dwd_srv.usp_rel_fcst_for_mktg_sales,658,659,1,0,1435,0.042
863,dwd_srv.usp_rel_fi_target_fcst,659,660,1,1,1435,0.05
864,dwd_srv.usp_rel_historical_manual_data_for_kab,1045,1046,1,1,1438,0.057
865,dwd_srv.usp_rel_historical_manual_data_for_svc,936,938,2,2,1438,0.048
866,dwd_srv.usp_rel_order_region,1137,1138,1,4,1438,0.048
867,dwd_srv.usp_rel_target,1202,1203,1,0,1439,0.055
868,dwd_srv.usp_rel_target_for_mktg_sales,659,660,1,2,1435,0.053
869,dwd_srv.usp_smb_detail_report_manual_data,659,660,1,4,1435,0.045
870,dwd_srv.usp_smb_fcst,660,661,1,2,1435,0.035
871,dwd_srv.usp_smb_historical_manual_data,797,798,1,2,1436,0.03
872,dwd_srv.usp_smb_ms_svc_route_mapping,1202,1203,1,2,1439,0.04
873,dwd_srv.usp_smb_svc_order,1203,1204,1,3,1439,0.053
874,dwd_srv.usp_smb_svc_order_item,1121,1122,1,2,1436,0.032
875,dwd_srv.usp_smb_svc_sales_and_route_mapping,1203,1204,1,2,1439,0.033
876,dwd_srv.usp_smb_svc_sda_detail_for_mktg_sales,936,937,1,1,1437,0.055
877,dwd_srv.usp_smb_svc_stb_registration_detail_by_sn,1022,1024,2,2,1437,0.05
878,dwd_srv.usp_smb_svc_stb_registration_mtm_list,936,937,1,0,1437,0.036
879,dwd_srv.usp_smb_target,798,799,1,1,1436,0.04
880,dwd_srv.usp_svc_portfolio_lvl_1,798,799,1,0,1436,0.054
881,dwd_srv.usp_svc_portfolio_lvl_2,798,799,1,0,1436,0.049
882,dwd_srv.usp_svc_portfolio_lvl_3,936,937,1,1,1437,0.035
883,dwd_srv.usp_svc_prc_con_retail_family_history_record,798,799,1,3,1436,0.055
884,dwd_srv.usp_svc_prc_con_retail_family_shop_spare_gold,798,799,1,2,1436,0.041
885,dwd_srv.usp_svc_prc_product,1045,1046,1,0,1438,0.037
886,dwd_srv.usp_svc_prc_store,923,924,1,2,1435,0.046
887,dwd_srv.usp_svc_product,937,938,1,1,1437,0.05
888,dwd_srv.usp_svc_product_price_book,799,800,1,0,1436,0.056
889,dwd_srv.usp_svc_rel_prc_acnt_region_mapping,660,661,1,0,1435,0.037
890,dwd_srv.usp_svc_sales_route,660,661,1,0,1435,0.046
891,dwd_srv.usp_ttl_gaap,799,800,1,1,1436,0.048
892,dwd_srv_ww.usp_SVC_CASE_OVERALL_STATUS,390,396,6,4,1437,0.059
893,dwd_srv_ww.usp_SVC_DELIV_TYPE,303,312,9,3,1437,0.04
894,dwd_srv_ww.usp_asset_wty,862,874,12,3,1437,0.039
895,dwd_srv_ww.usp_cust_asset,596,603,7,1,1436,0.056
896,dwd_srv_ww.usp_ref_svc_nec_simulation,1203,1204,1,4,1439,0.054
897,dwd_srv_ww.usp_resolution_details,863,874,11,3,1435,0.051
898,dwd_srv_ww.usp_svc_case,997,1012,15,0,1438,0.05
899,dwd_srv_ww.usp_svc_case_urgency,355,361,6,0,1436,0.038
900,dwd_srv_ww.usp_svc_ln_upsell_billing,1208,1224,16,3,1438,0.052
901,dwd_srv_ww.usp_svc_ln_upsell_sales_transaction,1125,1140,15,1,1438,0.05
902,dwd_srv_ww.usp_svc_product_mapping,660,661,1,1,1435,0.033
903,dwd_srv_ww.usp_svc_rpt_rpr_rsn_desc,863,872,9,3,1438,0.046
904,dwd_srv_ww.usp_svc_serviceplus_exrt,1121,1125,4,4,1437,0.038
905,dwd_srv_ww.usp_svc_subs_billing_item,1046,1047,1,2,1438,0.052
906,dwd_srv_ww.usp_svc_subs_contract,1204,1205,1,1,1439,0.039
907,dwd_srv_ww.usp_wo,863,878,15,4,1436,0.052
908,dwd_srv_ww.usp_wo_ln_item,0,17,17,0,1436,0.035
909,dwd_srv_ww.usp_wo_ln_item_acct_ind,356,362,6,3,1436,0.03
910,dwd_srv_ww.usp_wo_ln_item_status,327,334,7,2,1436,0.034
911,dwd_srv_ww.usp_wo_overall_status,328,336,8,3,1437,0.039
912,ext.usp_optimus_service_booking_isg,445,448,3,2,1435,0.051
913,ext.usp_optimus_service_gaap_isg,661,666,5,0,1439,0.051
914,ods.Koala_LK_CLOSE_CODE_DESC,1046,1047,1,4,1438,0.04
915,ods.Koala_LK_SERV_DEL_DESC,661,662,1,4,1435,0.046
916,ods.Koala_PC_INCIDENT_CFIUS_CONSTRAINED,286,296,10,3,1437,0.045
917,ods.Koala_PC_INCIDENT_ROOT,662,666,4,4,1438,0.052
918,ods.Koala_PC_LABOR,448,451,3,0,1435,0.052
919,ods.Koala_PC_PARTS,937,940,3,3,1439,0.045
920,ods.Koala_PC_STATUS,391,396,5,4,1436,0.038
921,ods.LSCRM_ZIBT_SOFTACT,391,395,4,3,1435,0.04
922,ods.PX_AP_WISTRON_DATA_IL,662,664,2,0,1436,0.04
923,ods.ad_odh_empinfoad,528,530,2,1,1435,0.031
924,ods.ailab_hybrid_summary_data,448,451,3,0,1435,0.046
925,ods.anaplan_fi_budget_center_l3_mapping,530,532,2,3,1435,0.053
926,ods.anaplan_fi_ecc_ledgers,261,274,13,4,1439,0.043
927,ods.anaplan_fi_monthly_trend_report,799,801,2,0,1437,0.03
928,ods.anaplan_fi_subpackage_mapping,662,664,2,0,1436,0.047
929,ods.ap_pcsd_ceo_ww_pcsd_daily_load,530,532,2,0,1435,0.054
930,ods.baiyingone_eccso,663,665,2,2,1436,0.049
931,ods.bigquery_mbg_daily_order_load,1046,1047,1,2,1438,0.055
932,ods.bpc_/b28/hwwdg2u5,664,666,2,0,1436,0.046
933,ods.bpc_/b28/hwwdhrcy,1047,1048,1,4,1438,0.053
934,ods.bpc_/b28/hwwdox0i,799,801,2,3,1437,0.048
935,ods.bpc_/b28/hwwdxe7e,937,938,1,4,1437,0.039
936,ods.bpc_/b28/pwwdg2u5,938,940,2,2,1438,0.056
937,ods.bpc_/b28/pwwdhrcy,1204,1205,1,1,1439,0.036
938,ods.bpc_/b28/pwwdox0i,799,800,1,2,1436,0.036
939,ods.bpc_/b28/twwdg2u5,1047,1049,2,3,1439,0.057
940,ods.bpc_/b28/twwdhrcy,938,939,1,4,1437,0.053
941,ods.bpc_/b28/twwdox0i,530,532,2,1,1435,0.059
942,ods.bpc_/bic/aci_mds1300,1047,1049,2,0,1439,0.05
943,ods.bpc_/bic/aco_bps0200,799,802,3,3,1438,0.03
944,ods.bpc_/bic/aco_bps0500,530,532,2,4,1435,0.059
945,ods.bpc_/bic/aco_bps0600,800,802,2,3,1437,0.03
946,ods.bpc_/bic/aco_bps1000,307,318,11,2,1439,0.043
947,ods.bpc_/bic/aco_bps1100,532,534,2,1,1435,0.044
948,ods.bpc_/bic/aco_bps1200,800,802,2,3,1437,0.05
949,ods.bpc_/bic/aco_bps1600,664,666,2,2,1436,0.043
950,ods.bpc_/bic/aco_bps4900,665,667,2,0,1436,0.032
951,ods.bpt_bs_customer,1048,1050,2,2,1439,0.049
952,ods.bpt_con_flex_portfoliodealdeletelog,665,667,2,3,1436,0.037
953,ods.bpt_con_magellan_dt_dealinfo,938,940,2,1,1438,0.035
954,ods.bpt_con_magellan_pt_portfolioheader,939,941,2,1,1438,0.043
955,ods.bpt_con_magellan_pt_portfolioitem,532,535,3,1,1436,0.034
956,ods.bpt_flex_portfoliosmbdeletelog,939,941,2,3,1438,0.033
957,ods.bpt_mtm_charactervalue,801,803,2,4,1437,0.046
958,ods.bpt_mtm_info,391,397,6,3,1437,0.039
959,ods.bpt_smb_flex_siso_report,666,667,1,4,1435,0.056
960,ods.bpt_smb_magellan_countryplanheader,532,535,3,3,1436,0.054
961,ods.bpt_smb_magellan_countryplanhighlevelpl,1049,1051,2,1,1439,0.055
962,ods.bpt_smb_magellan_pt_portfolioheader,1049,1051,2,0,1439,0.033
963,ods.bpt_smb_magellan_pt_portfolioitem,151,168,17,4,1435,0.04
964,ods.bpt_smb_magellan_siso_report,394,398,4,3,1435,0.042
965,ods.btcp_exbtcptobigdataplatform,532,534,2,2,1435,0.044
966,ods.btcp_exbtcptobigdataplatformforre,532,534,2,2,1435,0.046
967,ods.bw_/bic/AZBILL_U100,357,362,5,1,1435,0.036
968,ods.bw_/bic/azc_bla102,1049,1051,2,0,1439,0.053
969,ods.bw_/bic/azc_bla1700,940,942,2,1,1438,0.043
970,ods.bw_/bic/azc_bps0400,802,805,3,1,1438,0.044
971,ods.bw_/bic/azc_eea112,1050,1051,1,1,1438,0.056
972,ods.bw_/bic/azc_eea242,1051,1053,2,1,1439,0.044
973,ods.bw_/bic/azc_eea252,666,668,2,0,1436,0.049
974,ods.bw_/bic/azc_eea302,532,534,2,2,1435,0.043
975,ods.bw_/bic/azc_eea312,666,668,2,0,1436,0.046
976,ods.bw_/bic/azc_eea322,667,669,2,3,1436,0.051
